original_smiles,fragment_smiles,fragment
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,*CCNCCO,*CCNCCO
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,*c1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O,*c1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,*CCO,*CCO
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,*CCNc1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O,*CCNc1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
CCOCCOCCO,*CCO,*CCO
CCOCCOCCO,*CCOCC,*CCOCC
COC(=O)[C@@H](N)Cc1ccccc1,*OC,*OC
COC(=O)[C@@H](N)Cc1ccccc1,*C(=O)[C@@H](N)Cc1ccccc1,*C(=O)[C@@H](N)Cc1ccccc1
COC(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*OC,*OC
COC(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1
CCOCCOCCS,*CCS,*CCS
CCOCCOCCS,*CCOCC,*CCOCC
O=C(Nc1ccccc1)c1ccccc1[SeH],*Nc1ccccc1,*Nc1ccccc1
O=C(Nc1ccccc1)c1ccccc1[SeH],*C(=O)c1ccccc1[SeH],*C(=O)c1ccccc1[SeH]
OCCOCCO,*CCO,*CCO
Cc1cccc(Nc2ccccc2C(=O)O)c1C,*O,*O
Cc1cccc(Nc2ccccc2C(=O)O)c1C,*C(=O)c1ccccc1Nc1cccc(C)c1C,*C(=O)c1ccccc1Nc1cccc(C)c1C
Cc1cccc(Nc2ccccc2C(=O)O)c1C,*c1cccc(C)c1C,*c1cccc(C)c1C
Cc1cccc(Nc2ccccc2C(=O)O)c1C,*c1ccccc1C(=O)O,*c1ccccc1C(=O)O
CNC(=O)c1ccc(S)cc1,*NC,*NC
CNC(=O)c1ccc(S)cc1,*C(=O)c1ccc(S)cc1,*C(=O)c1ccc(S)cc1
COCC(=O)NCc1nc2ccccc2[nH]1,*C(=O)COC,*C(=O)COC
COCC(=O)NCc1nc2ccccc2[nH]1,*NCc1nc2ccccc2[nH]1,*NCc1nc2ccccc2[nH]1
Cc1cc(C)nc(C(N)=Nc2nc(-c3ccccn3)cc3ccccc23)n1,*c1ccccn1,*c1ccccn1
Cc1cc(C)nc(C(N)=Nc2nc(-c3ccccn3)cc3ccccc23)n1,*c1cc2ccccc2c(N=C(N)c2nc(C)cc(C)n2)n1,*c1cc2ccccc2c(N=C(N)c2nc(C)cc(C)n2)n1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*Nc1cccc(-c2nnn[nH]2)c1,*Nc1cccc(-c2nnn[nH]2)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*c1nnn[nH]1,*c1nnn[nH]1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*c1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(C(F)(F)F)c2)c1,*c1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(C(F)(F)F)c2)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*Nc1cccc(-c2nnn[nH]2)c1,*Nc1cccc(-c2nnn[nH]2)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*n1cccn1,*n1cccn1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*c1nnn[nH]1,*c1nnn[nH]1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-n2cccn2)cc(C(F)(F)F)c1,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*Nc1cccc(-c2nnn[nH]2)c1,*Nc1cccc(-c2nnn[nH]2)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*c1nnn[nH]1,*c1nnn[nH]1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*c1cccc(NC(=O)c2cc(-c3ccccn3)cc(C(F)(F)F)c2)c1,*c1cccc(NC(=O)c2cc(-c3ccccn3)cc(C(F)(F)F)c2)c1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*c1ccccn1,*c1ccccn1
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1
OCCOCCOCCOCCOCCOCCO,*CCO,*CCO
OCCOCCOCCOCCOCCOCCO,*CCOCCOCCOCCOCCO,*CCOCCOCCOCCOCCO
OCCOCCOCCOCCOCCOCCO,*CCOCCO,*CCOCCO
OCCOCCOCCOCCOCCOCCO,*CCOCCOCCOCCO,*CCOCCOCCOCCO
OCCOCCOCCOCCOCCOCCO,*CCOCCOCCO,*CCOCCOCCO
C[C@@H]1CN(C(=O)c2ccnc3[nH]c(O)nc23)CCO1,*N1CCO[C@H](C)C1,*N1CCO[C@H](C)C1
C[C@@H]1CN(C(=O)c2ccnc3[nH]c(O)nc23)CCO1,*C(=O)c1ccnc2[nH]c(O)nc12,*C(=O)c1ccnc2[nH]c(O)nc12
OCCOCCO,*CCO,*CCO
O=C(c1ccnc2[nH]c(O)nc12)N1CCCCCC1,*N1CCCCCC1,*N1CCCCCC1
O=C(c1ccnc2[nH]c(O)nc12)N1CCCCCC1,*C(=O)c1ccnc2[nH]c(O)nc12,*C(=O)c1ccnc2[nH]c(O)nc12
O=c1c(NCCCCCCO)c(NCCOCCO)c1=O,*CCCCCCO,*CCCCCCO
O=c1c(NCCCCCCO)c(NCCOCCO)c1=O,*c1c(NCCOCCO)c(=O)c1=O,*c1c(NCCOCCO)c(=O)c1=O
O=c1c(NCCCCCCO)c(NCCOCCO)c1=O,*CCOCCO,*CCOCCO
O=c1c(NCCCCCCO)c(NCCOCCO)c1=O,*c1c(NCCCCCCO)c(=O)c1=O,*c1c(NCCCCCCO)c(=O)c1=O
O=c1c(NCCCCCCO)c(NCCOCCO)c1=O,*CCO,*CCO
O=c1c(NCCCCCCO)c(NCCOCCO)c1=O,*CCNc1c(NCCCCCCO)c(=O)c1=O,*CCNc1c(NCCCCCCO)c(=O)c1=O
CCOCCOCCOCC,*CCOCC,*CCOCC
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*C(C)=O,*C(C)=O
CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
OCCOCCO,*CCO,*CCO
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,*Cc1cnccn1,*Cc1cnccn1
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O
COCCOCCOCCOCCOCCO,*CCOC,*CCOC
COCCOCCOCCOCCOCCO,*CCOCCOCCOCCO,*CCOCCOCCOCCO
COCCOCCOCCOCCOCCO,*CCOCCOC,*CCOCCOC
COCCOCCOCCOCCOCCO,*CCOCCOCCO,*CCOCCOCCO
COCCOCCOCCOCCOCCO,*CCOCCO,*CCOCCO
COCCOCCOCCOCCOCCO,*CCOCCOCCOC,*CCOCCOCCOC
COCCOCCOCCOCCOCCO,*CCO,*CCO
COCCOCCOCCOCCOCCO,*CCOCCOCCOCCOC,*CCOCCOCCOCCOC
Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F
Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21
Nc1nc2c(nc(Cl)n2[C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c(=O)[nH]1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
Nc1nc2c(nc(Cl)n2[C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c(=O)[nH]1,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*n1c(Cl)nc2c(=O)[nH]c(N)nc21
Nc1nc2c(nc(Cl)n2[C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c(=O)[nH]1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
Nc1nc2c(nc(Cl)n2[C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c(=O)[nH]1,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*n1c(Cl)nc2c(=O)[nH]c(N)nc21
Nc1nc2c(nc(Cl)n2[C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c(=O)[nH]1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
Nc1nc2c(nc(Cl)n2[C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)c(=O)[nH]1,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*n1c(Cl)nc2c(=O)[nH]c(N)nc21
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)cc1C(=O)[O-],*n1cc(C(=O)[O-])c(N)nc1=O,*n1cc(C(=O)[O-])c(N)nc1=O
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O2)cc1C(=O)[O-],*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
Nc1nccc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,*n1cnc2c(N)nccc21,*n1cnc2c(N)nccc21
Nc1nccc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1
Nc1nc(N[C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)c(NC=O)c(=O)[nH]1,*C=O,*C=O
Nc1nc(N[C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)c(NC=O)c(=O)[nH]1,*Nc1c(N[C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)nc(N)[nH]c1=O,*Nc1c(N[C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)nc(N)[nH]c1=O
Nc1nc(N[C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)c(NC=O)c(=O)[nH]1,*c1nc(N)[nH]c(=O)c1NC=O,*c1nc(N)[nH]c(=O)c1NC=O
Nc1nc(N[C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)c(NC=O)c(=O)[nH]1,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*CC[C@@H](N)C(=O)[O-],*CC[C@@H](N)C(=O)[O-]
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,*N1C=CCC(C(N)=O)=C1,*N1C=CCC(C(N)=O)=C1
NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,*[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OP(=O)(O)O)[C@@H]2O)[C@@H](O)[C@H]1O,*[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OP(=O)(O)O)[C@@H]2O)[C@@H](O)[C@H]1O
NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,*n1cnc2c(N)ncnc21,*n1cnc2c(N)ncnc21
NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,*[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](N3C=CCC(C(N)=O)=C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)(O)O,*[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](N3C=CCC(C(N)=O)=C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)(O)O
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
CCOCCOCCS,*CCS,*CCS
CCOCCOCCS,*CCOCC,*CCOCC
CCOCCOCCS,*CCS,*CCS
CCOCCOCCS,*CCOCC,*CCOCC
COCCOCCOCCOCCOCCO,*CCOC,*CCOC
COCCOCCOCCOCCOCCO,*CCOCCOCCOCCO,*CCOCCOCCOCCO
COCCOCCOCCOCCOCCO,*CCOCCOC,*CCOCCOC
COCCOCCOCCOCCOCCO,*CCOCCOCCO,*CCOCCOCCO
COCCOCCOCCOCCOCCO,*CCOCCO,*CCOCCO
COCCOCCOCCOCCOCCO,*CCOCCOCCOC,*CCOCCOCCOC
COCCOCCOCCOCCOCCO,*CCO,*CCO
COCCOCCOCCOCCOCCO,*CCOCCOCCOCCOC,*CCOCCOCCOCCOC
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
CN(C)C=O,*C=O,*C=O
CN(C)C=O,*N(C)C,*N(C)C
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*CC[C@@H](N)C(=O)[O-],*CC[C@@H](N)C(=O)[O-]
Cn1cc([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)c(=O)n(CC[C@@H](N)C(=O)[O-])c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O,*n1c(=O)c([C@@H]2O[C@H](CO[P@@H](=O)[O-])[C@@H](O)[C@H]2O)cn(C)c1=O
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
OCCOCCO,*CCO,*CCO
